"PVWatts Hourly PV Performance Data"
"Requested Location","austin"
"Location","Lat, Lng: 30.21, -97.74"
"Latitude (DD)","30.21"
"Longitude (DD)","-97.74"
"Elevation (m)","185.11999511719"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (roof mount)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","12","2.8","0.14","0","12","0","0"
"1","1","1","0","0","11","3","0.14","0","11","0","0"
"1","1","2","0","0","11","3.5","0.14","0","11","0","0"
"1","1","3","0","0","10","4","0.14","0","10","0","0"
"1","1","4","0","0","9","4.3","0.14","0","9","0","0"
"1","1","5","0","0","9","4.5","0.14","0","9","0","0"
"1","1","6","0","0","8","4.5","0.14","0","8","0","0"
"1","1","7","0","0","8","4.6","0.14","0","0","0","0"
"1","1","8","0","50","8","4.8","0.14","48.213","8.868","161.525","139.948"
"1","1","9","0","122","8","5.1","0.14","120.636","10.096","421.091","390.315"
"1","1","10","0","134","8","5.2","0.14","130.257","10.23","451.886","420.019"
"1","1","11","29","227","9","5.1","0.14","260.56","13.512","908.389","860.347"
"1","1","12","108","281","9","4.9","0.14","388.882","15.909","1357.95","1293.978"
"1","1","13","0","118","10","4.6","0.14","113.158","12.088","385.094","355.594"
"1","1","14","0","140","9","4.4","0.14","136.229","11.586","470.283","437.765"
"1","1","15","600","97","9","4","0.14","475.955","18.628","1699.464","1623.391"
"1","1","16","49","82","8","3","0.14","106.426","10.497","366.125","337.298"
"1","1","17","0","8","6","2.2","0.14","7.759","6.182","16.08","0"
"1","1","18","0","0","6","2","0.14","0","6","0","0"
"1","1","19","0","0","5","2.1","0.14","0","5","0","0"
"1","1","20","0","0","5","2.3","0.14","0","5","0","0"
"1","1","21","0","0","4","2.8","0.14","0","4","0","0"
"1","1","22","0","0","4","3.4","0.14","0","4","0","0"
"1","1","23","0","0","3","3.7","0.14","0","3","0","0"
"1","2","0","0","0","2","3.8","0.14","0","2","0","0"
"1","2","1","0","0","2","3.7","0.14","0","2","0","0"
"1","2","2","0","0","2","3.4","0.14","0","2","0","0"
"1","2","3","0","0","1","3.2","0.14","0","1","0","0"
"1","2","4","0","0","1","3","0.14","0","1","0","0"
"1","2","5","0","0","1","2.9","0.14","0","1","0","0"
"1","2","6","0","0","1","2.9","0.14","0","1","0","0"
"1","2","7","0","0","1","3.2","0.14","0","0","0","0"
"1","2","8","0","53","1","3.7","0.14","51.478","2.08","177.763","155.61"
"1","2","9","38","140","2","3.8","0.14","167.984","5.484","605.408","568.102"
"1","2","10","45","201","3","3.6","0.14","242.724","8.178","868.013","821.401"
"1","2","11","78","257","4","3.5","0.14","334.437","11.235","1185.851","1127.977"
"1","2","12","86","277","4","3.4","0.14","365.704","12.032","1292.543","1230.889"
"1","2","13","122","271","5","3.4","0.14","397.758","13.744","1403.536","1337.949"
"1","2","14","179","228","5","3.3","0.14","381.134","13.531","1355.929","1292.029"
"1","2","15","180","161","5","3","0.14","283.123","11.673","1017.195","965.297"
"1","2","16","184","82","4","2.1","0.14","171.212","8.729","600.479","563.347"
"1","2","17","0","12","3","1.3","0.14","11.638","3.331","24.91","8.173"
"1","2","18","0","0","2","1.2","0.14","0","2","0","0"
"1","2","19","0","0","2","1.1","0.14","0","2","0","0"
"1","2","20","0","0","2","1","0.14","0","2","0","0"
"1","2","21","0","0","1","1","0.14","0","1","0","0"
"1","2","22","0","0","1","1.1","0.14","0","1","0","0"
"1","2","23","0","0","0","1.2","0.14","0","0","0","0"
"1","3","0","0","0","0","1.4","0.14","0","0","0","0"
"1","3","1","0","0","0","1.5","0.14","0","0","0","0"
"1","3","2","0","0","0","1.7","0.14","0","0","0","0"
"1","3","3","0","0","0","2.2","0.14","0","0","0","0"
"1","3","4","0","0","0","2.4","0.14","0","0","0","0"
"1","3","5","0","0","0","2.5","0.14","0","0","0","0"
"1","3","6","0","0","0","2.9","0.14","0","0","0","0"
"1","3","7","0","0","0","3.2","0.14","0","0","0","0"
"1","3","8","0","62","2","3.6","0.14","61.5","3.31","212.741","189.349"
"1","3","9","373","126","5","4.1","0.14","361.551","12.203","1311.94","1249.598"
"1","3","10","4","165","6","4.2","0.14","165.571","9.232","581.427","544.97"
"1","3","11","0","46","8","4.1","0.14","43.602","8.862","144.939","123.949"
"1","3","12","0","162","9","4.1","0.14","157.571","12.112","541.331","506.295"
"1","3","13","0","137","9","4.1","0.14","132.272","11.614","453.37","421.451"
"1","3","14","0","44","10","4","0.14","41.686","10.837","137.848","117.109"
"1","3","15","24","147","9","3.7","0.14","161.002","12.388","563.126","527.318"
"1","3","16","0","43","7","2.5","0.14","40.72","8.044","136.845","116.142"
"1","3","17","0","4","5","1.5","0.14","3.879","5.105","7.822","0"
"1","3","18","0","0","5","1.6","0.14","0","5","0","0"
"1","3","19","0","0","4","1.8","0.14","0","4","0","0"
"1","3","20","0","0","4","2","0.14","0","4","0","0"
"1","3","21","0","0","3","2.2","0.14","0","3","0","0"
"1","3","22","0","0","3","2.5","0.14","0","3","0","0"
"1","3","23","0","0","3","2.6","0.14","0","3","0","0"
"1","4","0","0","0","3","2.4","0.14","0","3","0","0"
"1","4","1","0","0","3","2.5","0.14","0","3","0","0"
"1","4","2","0","0","3","2.8","0.14","0","3","0","0"
"1","4","3","0","0","2","2.8","0.14","0","2","0","0"
"1","4","4","0","0","1","3","0.14","0","1","0","0"
"1","4","5","0","0","1","3.3","0.14","0","1","0","0"
"1","4","6","0","0","0","3.3","0.14","0","0","0","0"
"1","4","7","0","0","0","3.2","0.14","0","0","0","0"
"1","4","8","0","40","2","3.4","0.14","37.88","2.832","128.831","108.411"
"1","4","9","0","40","4","3.7","0.14","37.864","4.796","129.19","108.759"
"1","4","10","0","134","6","3.8","0.14","130.218","8.693","454.405","422.45"
"1","4","11","72","255","7","3.4","0.14","327.144","14.188","1146.409","1089.933"
"1","4","12","0","106","8","2.9","0.14","101.126","10.407","344.338","316.283"
"1","4","13","0","38","9","2.5","0.14","36.013","9.921","118.122","98.083"
"1","4","14","30","202","9","2.2","0.14","232.897","15.316","807.825","763.346"
"1","4","15","0","18","8","2","0.14","17.022","8.481","55.171","37.362"
"1","4","16","0","30","7","1.3","0.14","28.378","7.934","94.018","74.832"
"1","4","17","0","3","6","0.7","0.14","2.91","6.096","5.755","0"
"1","4","18","0","0","5","0.7","0.14","0","5","0","0"
"1","4","19","0","0","5","0.8","0.14","0","5","0","0"
"1","4","20","0","0","5","0.7","0.14","0","5","0","0"
"1","4","21","0","0","5","0.6","0.14","0","5","0","0"
"1","4","22","0","0","5","0.4","0.14","0","5","0","0"
"1","4","23","0","0","5","0.3","0.14","0","5","0","0"
"1","5","0","0","0","4","0.3","0.14","0","4","0","0"
"1","5","1","0","0","4","0.3","0.14","0","4","0","0"
"1","5","2","0","0","4","0.4","0.14","0","4","0","0"
"1","5","3","0","0","4","0.5","0.14","0","4","0","0"
"1","5","4","0","0","4","0.6","0.14","0","4","0","0"
"1","5","5","0","0","4","0.7","0.14","0","4","0","0"
"1","5","6","0","0","4","1","0.14","0","4","0","0"
"1","5","7","0","0","4","1.6","0.14","0","0","0","0"
"1","5","8","380","66","5","2","0.14","223.921","11.27","765.524","722.544"
"1","5","9","15","134","7","2.1","0.14","142.052","10.938","497.811","464.317"
"1","5","10","0","147","8","2","0.14","143.712","12.054","496.634","463.182"
"1","5","11","68","255","10","1.7","0.14","323.846","19.722","1110.866","1055.65"
"1","5","12","86","279","11","1.4","0.14","367.875","22.801","1248.552","1188.456"
"1","5","13","877","97","12","1.2","0.14","842.396","40.475","2738.357","2625.471"
"1","5","14","858","87","13","1","0.14","741.64","39.38","2436.349","2334.165"
"1","5","15","791","75","13","0.8","0.14","567.023","34.291","1913.971","1830.297"
"1","5","16","645","54","11","0.6","0.14","337.745","24.274","1134.998","1078.926"
"1","5","17","220","16","9","0.8","0.14","58.647","10.701","106.464","86.837"
"1","5","18","0","0","7","1","0.14","0","7","0","0"
"1","5","19","0","0","6","1","0.14","0","6","0","0"
"1","5","20","0","0","5","0.9","0.14","0","5","0","0"
"1","5","21","0","0","5","0.7","0.14","0","5","0","0"
"1","5","22","0","0","4","0.3","0.14","0","4","0","0"
"1","5","23","0","0","3","0.4","0.14","0","3","0","0"
"1","6","0","0","0","2","0.9","0.14","0","2","0","0"
"1","6","1","0","0","1","1.1","0.14","0","1","0","0"
"1","6","2","0","0","1","1.3","0.14","0","1","0","0"
"1","6","3","0","0","1","1.5","0.14","0","1","0","0"
"1","6","4","0","0","1","1.7","0.14","0","1","0","0"
"1","6","5","0","0","0","1.8","0.14","0","0","0","0"
"1","6","6","0","0","0","2","0.14","0","0","0","0"
"1","6","7","0","0","1","3","0.14","0","0","0","0"
"1","6","8","671","41","3","3.5","0.14","301.818","9.468","1038.173","985.532"
"1","6","9","858","58","7","3.7","0.14","552.93","18.703","1985.191","1898.994"
"1","6","10","941","67","11","4.3","0.14","750.594","25.541","2608.134","2499.863"
"1","6","11","980","71","13","4.3","0.14","878.082","29.984","2978.166","2856.784"
"1","6","12","992","74","14","4.1","0.14","928.852","32.464","3110.687","2984.609"
"1","6","13","983","73","15","4.1","0.14","896.491","32.828","3004.076","2881.775"
"1","6","14","950","69","15","4.1","0.14","784.745","30.628","2669.5","2559.055"
"1","6","15","875","62","14","3.6","0.14","600.168","26.892","2087.51","1997.687"
"1","6","16","723","48","10","2.4","0.14","362.601","19.45","1244.21","1184.269"
"1","6","17","289","15","7","1.6","0.14","71.813","8.7","130.66","110.176"
"1","6","18","0","0","5","1.6","0.14","0","5","0","0"
"1","6","19","0","0","4","1.5","0.14","0","4","0","0"
"1","6","20","0","0","3","1.4","0.14","0","3","0","0"
"1","6","21","0","0","3","1.4","0.14","0","3","0","0"
"1","6","22","0","0","2","1.4","0.14","0","2","0","0"
"1","6","23","0","0","1","1.4","0.14","0","1","0","0"
"1","7","0","0","0","1","1.4","0.14","0","1","0","0"
"1","7","1","0","0","0","1.4","0.14","0","0","0","0"
"1","7","2","0","0","0","1.5","0.14","0","0","0","0"
"1","7","3","0","0","0","1.4","0.14","0","0","0","0"
"1","7","4","0","0","0","1.4","0.14","0","0","0","0"
"1","7","5","0","0","0","1.4","0.14","0","0","0","0"
"1","7","6","0","0","0","1.5","0.14","0","0","0","0"
"1","7","7","0","0","1","2.1","0.14","0","0","0","0"
"1","7","8","186","68","3","2.5","0.14","149.073","6.797","515.123","481.016"
"1","7","9","315","135","6","2","0.14","330.601","15.383","1181.989","1124.252"
"1","7","10","206","218","8","2.4","0.14","385.217","18.081","1350.575","1286.864"
"1","7","11","376","239","11","2.7","0.14","575.331","25.246","1969.148","1883.519"
"1","7","12","444","240","12","2.5","0.14","659.444","28.923","2224.131","2129.467"
"1","7","13","413","237","12","2.5","0.14","608.971","27.633","2065.848","1976.792"
"1","7","14","598","148","12","2.5","0.14","624.346","28.068","2134.76","2043.263"
"1","7","15","238","163","11","1.9","0.14","328.999","20.519","1148.425","1091.877"
"1","7","16","109","91","9","1.2","0.14","146.674","13.94","504.561","470.829"
"1","7","17","0","14","7","1.2","0.14","13.251","7.386","27.945","11.101"
"1","7","18","0","0","7","1.4","0.14","0","7","0","0"
"1","7","19","0","0","7","1.4","0.14","0","7","0","0"
"1","7","20","0","0","7","1.4","0.14","0","7","0","0"
"1","7","21","0","0","7","1.4","0.14","0","7","0","0"
"1","7","22","0","0","7","1.5","0.14","0","7","0","0"
"1","7","23","0","0","7","1.7","0.14","0","7","0","0"
"1","8","0","0","0","7","1.8","0.14","0","7","0","0"
"1","8","1","0","0","7","1.7","0.14","0","7","0","0"
"1","8","2","0","0","7","1.6","0.14","0","7","0","0"
"1","8","3","0","0","7","1.6","0.14","0","7","0","0"
"1","8","4","0","0","7","1.7","0.14","0","7","0","0"
"1","8","5","0","0","7","1.8","0.14","0","7","0","0"
"1","8","6","0","0","7","2.1","0.14","0","7","0","0"
"1","8","7","0","0","7","2.5","0.14","0","0","0","0"
"1","8","8","0","51","8","2.4","0.14","49.311","9.286","165.005","143.304"
"1","8","9","0","90","9","2","0.14","86.716","11.452","297.441","271.047"
"1","8","10","0","49","11","2.4","0.14","46.428","12.212","153.503","132.21"
"1","8","11","0","68","13","2.9","0.14","64.505","14.536","212.674","189.284"
"1","8","12","0","99","13","2.6","0.14","94.208","15.364","313.452","286.491"
"1","8","13","0","139","13","2.4","0.14","134.195","16.495","451.061","419.224"
"1","8","14","0","44","12","2.5","0.14","41.689","13.067","136.426","115.738"
"1","8","15","0","38","12","2.1","0.14","35.972","12.996","118.03","97.994"
"1","8","16","0","5","11","2.2","0.14","4.72","11.128","14.207","0"
"1","8","17","0","0","11","3.1","0.14","0","0","0","0"
"1","8","18","0","0","10","3.7","0.14","0","10","0","0"
"1","8","19","0","0","10","4","0.14","0","10","0","0"
"1","8","20","0","0","10","4","0.14","0","10","0","0"
"1","8","21","0","0","10","3.9","0.14","0","10","0","0"
"1","8","22","0","0","9","3.9","0.14","0","9","0","0"
"1","8","23","0","0","9","4.1","0.14","0","9","0","0"
"1","9","0","0","0","9","4.1","0.14","0","9","0","0"
"1","9","1","0","0","9","2.5","0.14","0","9","0","0"
"1","9","2","0","0","9","1.8","0.14","0","9","0","0"
"1","9","3","0","0","9","3.5","0.14","0","9","0","0"
"1","9","4","0","0","9","3.9","0.14","0","9","0","0"
"1","9","5","0","0","9","4.3","0.14","0","9","0","0"
"1","9","6","0","0","9","5.4","0.14","0","9","0","0"
"1","9","7","0","0","10","5.5","0.14","0","0","0","0"
"1","9","8","0","44","10","5.3","0.14","41.847","10.707","138.258","117.504"
"1","9","9","124","151","12","4.3","0.14","235.209","16.547","824.763","779.684"
"1","9","10","0","145","14","3","0.14","141.51","17.32","478.589","445.776"
"1","9","11","0","161","15","3.4","0.14","156.771","18.44","526.243","491.742"
"1","9","12","5","192","15","4.7","0.14","192.632","18.506","649.65","610.776"
"1","9","13","0","117","15","4.4","0.14","112.072","17.123","373.197","344.119"
"1","9","14","0","107","16","2.6","0.14","102.418","18.575","339.747","311.855"
"1","9","15","0","105","16","1.6","0.14","101.569","19.123","338.997","311.13"
"1","9","16","0","13","14","1.5","0.14","12.28","14.386","38.107","20.902"
"1","9","17","0","1","12","0.7","0.14","0.943","12.031","0","0"
"1","9","18","0","0","11","0.5","0.14","0","11","0","0"
"1","9","19","0","0","11","1","0.14","0","11","0","0"
"1","9","20","0","0","10","1.2","0.14","0","10","0","0"
"1","9","21","0","0","10","1.3","0.14","0","10","0","0"
"1","9","22","0","0","9","1.2","0.14","0","9","0","0"
"1","9","23","0","0","9","1.2","0.14","0","9","0","0"
"1","10","0","0","0","8","1.3","0.14","0","8","0","0"
"1","10","1","0","0","7","1.1","0.14","0","7","0","0"
"1","10","2","0","0","7","1","0.14","0","7","0","0"
"1","10","3","0","0","7","1.3","0.14","0","7","0","0"
"1","10","4","0","0","7","1.8","0.14","0","7","0","0"
"1","10","5","0","0","6","2.1","0.14","0","6","0","0"
"1","10","6","0","0","6","2.4","0.14","0","6","0","0"
"1","10","7","0","0","6","2.9","0.14","0","0","0","0"
"1","10","8","583","45","8","3.3","0.14","274.13","14.063","925.085","876.452"
"1","10","9","787","62","10","3.6","0.14","520.283","21.179","1848.723","1767.361"
"1","10","10","881","70","13","4.2","0.14","712.296","26.99","2460.708","2357.661"
"1","10","11","928","74","15","4.7","0.14","842.271","30.435","2851.439","2734.547"
"1","10","12","947","74","16","4.9","0.14","895.259","31.978","3003.667","2881.381"
"1","10","13","941","72","17","4.5","0.14","866.786","33.307","2898.479","2779.92"
"1","10","14","907","69","17","3.8","0.14","760.004","32.805","2562.126","2455.485"
"1","10","15","832","63","17","2.7","0.14","586.435","31.603","2001.008","1914.25"
"1","10","16","681","49","14","1.6","0.14","352.502","24.821","1190.283","1132.252"
"1","10","17","282","18","11","1.4","0.14","83.635","13.126","156.858","135.445"
"1","10","18","0","0","10","1.6","0.14","0","10","0","0"
"1","10","19","0","0","9","1.7","0.14","0","9","0","0"
"1","10","20","0","0","9","1.8","0.14","0","9","0","0"
"1","10","21","0","0","8","1.8","0.14","0","8","0","0"
"1","10","22","0","0","8","1.9","0.14","0","8","0","0"
"1","10","23","0","0","7","1.9","0.14","0","7","0","0"
"1","11","0","0","0","7","2","0.14","0","7","0","0"
"1","11","1","0","0","6","2.1","0.14","0","6","0","0"
"1","11","2","0","0","6","2.1","0.14","0","6","0","0"
"1","11","3","0","0","6","2","0.14","0","6","0","0"
"1","11","4","0","0","6","2.1","0.14","0","6","0","0"
"1","11","5","0","0","6","2.1","0.14","0","6","0","0"
"1","11","6","0","0","6","2","0.14","0","6","0","0"
"1","11","7","0","0","8","2.5","0.14","0","0","0","0"
"1","11","8","274","64","10","2.6","0.14","181.116","14.524","608.58","571.162"
"1","11","9","299","139","12","2.7","0.14","325.687","20.095","1142.789","1086.441"
"1","11","10","605","138","15","3.5","0.14","601.001","28.072","2058.18","1969.397"
"1","11","11","619","168","18","4.4","0.14","708.458","31.496","2379.427","2279.261"
"1","11","12","664","169","20","5.1","0.14","774.287","33.459","2574.975","2467.879"
"1","11","13","634","171","21","5.4","0.14","736.135","33.339","2452.097","2349.355"
"1","11","14","403","207","21","5","0.14","535.415","30.43","1803.638","1723.874"
"1","11","15","179","174","20","3.9","0.14","299.528","26.129","1018.044","966.116"
"1","11","16","0","76","18","2.6","0.14","74.616","19.88","245.275","220.73"
"1","11","17","0","11","16","2.3","0.14","10.397","16.239","20.75","4.16"
"1","11","18","0","0","15","2.7","0.14","0","15","0","0"
"1","11","19","0","0","15","2.5","0.14","0","15","0","0"
"1","11","20","0","0","15","2.1","0.14","0","15","0","0"
"1","11","21","0","0","15","2.2","0.14","0","15","0","0"
"1","11","22","0","0","15","2.4","0.14","0","15","0","0"
"1","11","23","0","0","15","2.4","0.14","0","15","0","0"
"1","12","0","0","0","15","2.3","0.14","0","15","0","0"
"1","12","1","0","0","15","2.1","0.14","0","15","0","0"
"1","12","2","0","0","15","2","0.14","0","15","0","0"
"1","12","3","0","0","15","2.3","0.14","0","15","0","0"
"1","12","4","0","0","16","2.3","0.14","0","16","0","0"
"1","12","5","0","0","16","1.9","0.14","0","16","0","0"
"1","12","6","0","0","16","2","0.14","0","16","0","0"
"1","12","7","0","0","17","2.9","0.14","0","0","0","0"
"1","12","8","0","36","18","3.8","0.14","34.079","18.704","107.769","88.096"
"1","12","9","0","33","19","4.4","0.14","31.227","19.594","99.039","79.675"
"1","12","10","0","106","20","4.9","0.14","101.554","21.805","332.899","305.248"
"1","12","11","0","124","21","5.5","0.14","119.102","22.963","388.373","358.757"
"1","12","12","6","195","22","6.1","0.14","196.465","25.021","645.765","607.029"
"1","12","13","0","148","23","5.8","0.14","143.215","25.279","465.237","432.897"
"1","12","14","93","239","23","4.8","0.14","321.671","28.797","1069.909","1016.144"
"1","12","15","151","177","22","3.3","0.14","286.158","28.416","961.354","911.435"
"1","12","16","50","95","19","1.9","0.14","121.259","22.497","401.81","371.718"
"1","12","17","0","17","17","1.2","0.14","16.135","17.47","32.711","15.698"
"1","12","18","0","0","16","1.2","0.14","0","16","0","0"
"1","12","19","0","0","14","2.7","0.14","0","14","0","0"
"1","12","20","0","0","11","5.4","0.14","0","11","0","0"
"1","12","21","0","0","8","6.6","0.14","0","8","0","0"
"1","12","22","0","0","6","6.1","0.14","0","6","0","0"
"1","12","23","0","0","4","5.8","0.14","0","4","0","0"
"1","13","0","0","0","3","6","0.14","0","3","0","0"
"1","13","1","0","0","2","6.1","0.14","0","2","0","0"
"1","13","2","0","0","1","5.9","0.14","0","1","0","0"
"1","13","3","0","0","1","5.9","0.14","0","1","0","0"
"1","13","4","0","0","1","6","0.14","0","1","0","0"
"1","13","5","0","0","0","5.9","0.14","0","0","0","0"
"1","13","6","0","0","0","5.8","0.14","0","0","0","0"
"1","13","7","0","0","1","6.1","0.14","0","0","0","0"
"1","13","8","0","59","3","6.7","0.14","57.962","3.837","199.705","176.774"
"1","13","9","582","94","5","6.9","0.14","443.938","11.335","1627.455","1553.934"
"1","13","10","913","74","6","6.8","0.14","740.868","16.667","2657.52","2547.5"
"1","13","11","963","78","8","6.6","0.14","877.921","20.884","3077.321","2952.425"
"1","13","12","983","79","9","6.3","0.14","935.715","23.168","3241.361","3110.652"
"1","13","13","981","77","10","5.9","0.14","910.863","24.421","3146.198","3018.861"
"1","13","14","954","72","11","5.5","0.14","804.275","24.355","2797.122","2682.155"
"1","13","15","884","65","10","5.1","0.14","622.349","20.871","2211.817","2117.59"
"1","13","16","740","51","8","3.9","0.14","384.62","15.845","1350.869","1287.148"
"1","13","17","341","21","5","2.9","0.14","100.366","6.899","195.146","172.377"
"1","13","18","0","0","4","2.9","0.14","0","4","0","0"
"1","13","19","0","0","3","3.2","0.14","0","3","0","0"
"1","13","20","0","0","2","3.4","0.14","0","2","0","0"
"1","13","21","0","0","1","3.8","0.14","0","1","0","0"
"1","13","22","0","0","1","4.1","0.14","0","1","0","0"
"1","13","23","0","0","0","4.2","0.14","0","0","0","0"
"1","14","0","0","0","0","4.2","0.14","0","0","0","0"
"1","14","1","0","0","0","4.4","0.14","0","0","0","0"
"1","14","2","0","0","0","4.7","0.14","0","0","0","0"
"1","14","3","0","0","0","5","0.14","0","0","0","0"
"1","14","4","0","0","0","5","0.14","0","0","0","0"
"1","14","5","0","0","0","4.8","0.14","0","0","0","0"
"1","14","6","0","0","0","4.6","0.14","0","0","0","0"
"1","14","7","0","0","0","4.7","0.14","0","0","0","0"
"1","14","8","0","65","0","5","0.14","64.637","1.134","226.069","202.204"
"1","14","9","362","131","2","5.1","0.14","359.022","8.262","1320.403","1257.762"
"1","14","10","562","152","4","5.1","0.14","582.61","14.148","2098.426","2008.216"
"1","14","11","939","86","6","4.9","0.14","868.744","21.511","3037.253","2913.776"
"1","14","12","952","89","7","4.6","0.14","922.332","24.111","3183.002","3054.361"
"1","14","13","942","89","8","4.5","0.14","894.145","24.817","3082.825","2957.734"
"1","14","14","582","160","8","4.5","0.14","629.747","19.845","2216.925","2122.517"
"1","14","15","405","149","7","4.3","0.14","426.562","15.258","1530.431","1460.347"
"1","14","16","214","96","6","3.5","0.14","203.639","10.414","720.422","679.04"
"1","14","17","61","23","4","2.5","0.14","41.652","4.893","87.162","68.22"
"1","14","18","0","0","3","2.1","0.14","0","3","0","0"
"1","14","19","0","0","2","2.2","0.14","0","2","0","0"
"1","14","20","0","0","2","2.5","0.14","0","2","0","0"
"1","14","21","0","0","1","3","0.14","0","1","0","0"
"1","14","22","0","0","1","3.2","0.14","0","1","0","0"
"1","14","23","0","0","1","3.3","0.14","0","1","0","0"
"1","15","0","0","0","1","3.4","0.14","0","1","0","0"
"1","15","1","0","0","1","3.6","0.14","0","1","0","0"
"1","15","2","0","0","1","3.7","0.14","0","1","0","0"
"1","15","3","0","0","2","3.7","0.14","0","2","0","0"
"1","15","4","0","0","1","3.7","0.14","0","1","0","0"
"1","15","5","0","0","1","3.8","0.14","0","1","0","0"
"1","15","6","0","0","1","3.9","0.14","0","1","0","0"
"1","15","7","0","0","1","4.2","0.14","0","0","0","0"
"1","15","8","0","20","1","4.4","0.14","18.903","1.359","62.938","44.853"
"1","15","9","0","32","2","4.5","0.14","30.279","2.568","103.306","83.792"
"1","15","10","0","144","3","4.6","0.14","140.239","5.592","495.965","462.537"
"1","15","11","0","111","4","4.8","0.14","106.097","5.906","368.751","339.831"
"1","15","12","0","156","6","5","0.14","151.102","8.645","524.47","490.032"
"1","15","13","0","101","7","5.1","0.14","96.173","8.663","329.055","301.541"
"1","15","14","0","149","7","5.2","0.14","144.868","9.478","503.92","470.21"
"1","15","15","0","60","6","5.3","0.14","56.86","6.963","194.778","172.022"
"1","15","16","165","100","5","4.9","0.14","181.825","8.238","646.913","608.136"
"1","15","17","35","24","3","4","0.14","34.9","3.593","74.578","56.082"
"1","15","18","0","0","1","3.2","0.14","0","1","0","0"
"1","15","19","0","0","0","2.9","0.14","0","0","0","0"
"1","15","20","0","0","0","2.9","0.14","0","0","0","0"
"1","15","21","0","0","0","3.1","0.14","0","0","0","0"
"1","15","22","0","0","0","3.1","0.14","0","0","0","0"
"1","15","23","0","0","0","2.9","0.14","0","0","0","0"
"1","16","0","0","0","-1","2.7","0.14","0","-1","0","0"
"1","16","1","0","0","-1","2.7","0.14","0","-1","0","0"
"1","16","2","0","0","-2","2.8","0.14","0","-2","0","0"
"1","16","3","0","0","-2","2.7","0.14","0","-2","0","0"
"1","16","4","0","0","-2","2.5","0.14","0","-2","0","0"
"1","16","5","0","0","-3","2.5","0.14","0","-3","0","0"
"1","16","6","0","0","-3","2.6","0.14","0","-3","0","0"
"1","16","7","0","0","-1","3","0.14","0","0","0","0"
"1","16","8","637","47","1","3.2","0.14","291.927","7.56","1009.794","958.159"
"1","16","9","831","67","4","3.5","0.14","550.63","16.013","1994.403","1907.879"
"1","16","10","917","79","7","3.9","0.14","751.242","22.399","2637.38","2528.073"
"1","16","11","955","86","8","3.9","0.14","883.874","26.087","3036.763","2913.304"
"1","16","12","968","90","9","4","0.14","940.127","27.947","3196.193","3067.085"
"1","16","13","958","90","10","4.2","0.14","912.228","27.876","3107.291","2981.333"
"1","16","14","928","85","10","4.3","0.14","805.835","25.594","2786.434","2671.846"
"1","16","15","870","73","9","3.9","0.14","632.659","21.986","2236.917","2141.8"
"1","16","16","744","55","7","2.5","0.14","395.796","17.159","1388.71","1323.648"
"1","16","17","387","22","4","1.4","0.14","115.037","6.939","226.18","202.312"
"1","16","18","0","0","3","1.4","0.14","0","3","0","0"
"1","16","19","0","0","3","1.4","0.14","0","3","0","0"
"1","16","20","0","0","2","1.3","0.14","0","2","0","0"
"1","16","21","0","0","2","1.3","0.14","0","2","0","0"
"1","16","22","0","0","1","1.3","0.14","0","1","0","0"
"1","16","23","0","0","0","1.3","0.14","0","0","0","0"
"1","17","0","0","0","0","1.5","0.14","0","0","0","0"
"1","17","1","0","0","0","1.7","0.14","0","0","0","0"
"1","17","2","0","0","0","2","0.14","0","0","0","0"
"1","17","3","0","0","0","2.2","0.14","0","0","0","0"
"1","17","4","0","0","0","2.3","0.14","0","0","0","0"
"1","17","5","0","0","0","2.4","0.14","0","0","0","0"
"1","17","6","0","0","0","2.6","0.14","0","0","0","0"
"1","17","7","0","0","1","3.2","0.14","0","0","0","0"
"1","17","8","667","40","4","3.4","0.14","295.277","10.424","1009.922","958.282"
"1","17","9","851","54","8","3.2","0.14","543.595","20.442","1938.473","1853.931"
"1","17","10","930","63","12","3.5","0.14","742.378","28.164","2551.969","2445.688"
"1","17","11","968","68","15","3.8","0.14","874.517","33.163","2926.505","2806.953"
"1","17","12","979","71","16","3.8","0.14","928.899","35.278","3072.365","2947.645"
"1","17","13","971","71","16","3.8","0.14","902.776","34.742","2996.94","2874.892"
"1","17","14","940","68","17","3.7","0.14","797.036","33.819","2672.151","2561.612"
"1","17","15","868","64","16","3","0.14","619.15","30.636","2119.088","2028.146"
"1","17","16","735","50","12","1.8","0.14","388.058","23.434","1330.556","1267.555"
"1","17","17","382","22","9","1.3","0.14","115.259","12.134","238.228","213.932"
